N,A,makingChange.py (s)
50 110,0.00200700759888
50 260,0.00444006919861
50 320,0.00549507141113
50 380,0.0066659450531
50 430,0.00761008262634
50 500,0.00874710083008
50 670,0.0116341114044
50 740,0.0132761001587
50 890,0.0162689685822
50 1100,0.0199000835419
50 2170,0.0410499572754
50 3850,0.0726079940796
50 4000,0.0756320953369
50 5980,0.113873958588
100 110,0.00267386436462
100 260,0.00716614723206
100 320,0.00914001464844
100 380,0.0106871128082
100 430,0.0123500823975
100 500,0.0148749351501
100 670,0.0197510719299
100 740,0.0228469371796
100 890,0.0273449420929
100 1100,0.0343790054321
100 2170,0.0710520744324
100 3850,0.133453845978
100 4000,0.131037950516
100 5980,0.196430921555
200 110,0.00492906570435
200 260,0.0185749530792
200 320,0.015426158905
200 380,0.0193829536438
200 430,0.028382062912
200 500,0.0247678756714
200 670,0.0340349674225
200 740,0.0399498939514
200 890,0.0480480194092
200 1100,0.0618040561676
200 2170,0.142379045486
200 3850,0.238448858261
200 4000,0.246052980423
200 5980,0.366459131241
500 110,0.0115170478821
500 260,0.0268189907074
500 320,0.0343129634857
500 380,0.0393440723419
500 430,0.0442681312561
500 500,0.051470041275
500 670,0.0743200778961
500 740,0.0939970016479
500 890,0.106657981873
500 1100,0.136428117752
500 2170,0.293576002121
500 3850,0.551316022873
500 4000,0.572720050812
500 5980,0.846698045731
1000 110,0.022078037262
1000 260,0.0520660877228
1000 320,0.0635230541229
1000 380,0.0758111476898
1000 430,0.085911989212
1000 500,0.105124950409
1000 670,0.133214950562
1000 740,0.151705980301
1000 890,0.190998077393
1000 1100,0.235710859299
1000 2170,0.533344984055
1000 3850,1.00054907799
1000 4000,1.05527091026
1000 5980,1.62637996674
2000 110,0.0456910133362
2000 260,0.109050989151
2000 320,0.129582881927
2000 380,0.156710147858
2000 430,0.176549911499
2000 500,0.203552961349
2000 670,0.271739006042
2000 740,0.310100078583
2000 890,0.369157075882
2000 1100,0.456401109695
2000 2170,0.960639953613
2000 3850,1.83718585968
2000 4000,1.90470099449
2000 5980,2.95777821541
4000 110,0.0898380279541
4000 260,0.215559959412
4000 320,0.258841991425
4000 380,0.304402828217
4000 430,0.348608970642
4000 500,0.412884950638
4000 670,0.551426887512
4000 740,0.619349002838
4000 890,0.802800178528
4000 1100,0.90371799469
4000 2170,1.84047698975
4000 3850,3.32980108261
4000 4000,3.50205802917
4000 5980,5.69198513031
5000 110,0.11140203476
5000 260,0.287305116653
5000 320,0.339049816132
5000 380,0.381571054459
5000 430,0.437847852707
5000 500,0.499618053436
5000 670,0.675498962402
5000 740,0.76287984848
5000 890,0.937540054321
5000 1100,1.14972710609
5000 2170,2.29707193375
5000 3850,4.02034211159
5000 4000,4.25317502022
5000 5980,6.78625512123
10000 110,0.252656936646
10000 260,0.586795091629
10000 320,0.766566991806
10000 380,0.789759874344
10000 430,0.907535076141
10000 500,1.04432201385
10000 670,1.58393478394
10000 740,1.73777794838
10000 890,2.2271091938
10000 1100,2.36968779564
10000 2170,4.79913306236
10000 3850,8.19814395905
10000 4000,9.21580004692
10000 5980,13.5495080948
20000 110,0.590133905411
20000 260,1.04795598984
20000 320,1.34996581078
20000 380,1.73975896835
20000 430,1.77475595474
20000 500,2.23956203461
20000 670,3.25596499443
20000 740,3.05082201958
20000 890,4.34033703804
20000 1100,4.73331999779
20000 2170,9.36906409264
20000 3850,17.7230489254
20000 4000,17.4055399895
20000 5980,25.609951973
50000 110,1.10876917839
50000 260,2.7118639946
50000 320,3.29839611053
50000 380,3.9349219799
50000 430,5.13751196861
50000 500,5.59541893005
50000 670,8.04352402687
50000 740,8.59679698944
50000 890,9.75117087364
50000 1100,11.6053481102
50000 2170,23.6340591908
50000 3850,41.5310959816
50000 4000,42.4263739586
50000 5980,63.3038301468